dataset_name,video_name,object_id,frame_idx,frame_name,is_prompt_frame,pred_iou_to_gt,gt_area_ratio,oracle_write,oracle_future_gain,oracle_gt_novelty,quality,mask_cosine,mask_change,centroid_shift,current_area_ratio,area_change,reference_temporal_gap,bank_fill_ratio
VOS-Endovis17,seq_1,1,124,00124,0,1.0,0.0,0,-0.053249623626470566,1.0,5.759824041329242e-19,0.0,0.0,1.0,0.0,0.0,1.0,1.0
VOS-Endovis17,seq_1,1,125,00125,0,0.8166202596180242,0.015995025634765625,0,-0.003085574833676219,0.7921310365200043,0.89453125,0.0,1.0,1.0,0.01922607421875,0.01922607421875,1.0,1.0
VOS-Endovis17,seq_1,1,126,00126,0,0.7346378304153793,0.0049591064453125,0,0.0,0.8351216167211533,0.8125,0.3056986331939697,0.859078586101532,0.0687296986579895,0.0064697265625,0.01275634765625,1.0,1.0
VOS-Endovis17,seq_1,1,127,00127,0,1.0,0.0,0,0.0,1.0,2.439454888092385e-17,0.0,1.0,1.0,0.0,0.0064697265625,1.0,1.0
VOS-Endovis17,seq_1,1,128,00128,0,0.8560505807969416,0.013872528076171875,1,0.3254941701889038,1.0,0.8828125,0.0,1.0,1.0,0.01470947265625,0.01470947265625,1.0,1.0
VOS-Endovis17,seq_1,1,129,00129,0,0.8661392279250983,0.017038726806640626,0,-0.02874506264925003,0.29384762048721313,0.90234375,0.9184708595275879,0.21568626165390015,0.012951483018696308,0.01861572265625,0.00390625,1.0,1.0
VOS-Endovis17,seq_1,1,130,00130,0,0.7316458060900429,0.021724700927734375,1,0.09374520182609558,0.591116338968277,0.85546875,0.669173002243042,0.5402299165725708,0.027533339336514473,0.0201416015625,0.00152587890625,1.0,1.0
VOS-Endovis17,seq_1,1,131,00131,0,0.6226132864056313,0.014237213134765624,1,0.09270644187927246,0.6637561917304993,0.80859375,0.5688831806182861,0.646489143371582,0.03978104144334793,0.01397705078125,0.00616455078125,1.0,1.0
VOS-Endovis17,seq_1,1,132,00132,0,0.6428900987358125,0.01362152099609375,0,0.005093048792332411,0.12320107221603394,0.8046875,0.9425731301307678,0.2145748734474182,0.005730418022722006,0.012939453125,0.00103759765625,1.0,1.0
VOS-Endovis17,seq_1,1,133,00133,0,0.5909070608726721,0.01349334716796875,0,0.004335017874836922,0.25648772716522217,0.82421875,0.8538298606872559,0.3698112964630127,0.004694224335253239,0.013427734375,0.00048828125,1.0,1.0
VOS-Endovis17,seq_1,1,134,00134,0,0.7385630948725821,0.01791229248046875,1,0.12900547683238983,0.576721727848053,0.83984375,0.6894375681877136,0.531531572341919,0.021502919495105743,0.01641845703125,0.00299072265625,1.0,1.0
VOS-Endovis17,seq_1,1,135,00135,0,0.6802421376889461,0.018207550048828125,0,0.016764720901846886,0.3037262558937073,0.83984375,0.7388914823532104,0.4904109835624695,0.010834217071533203,0.0172119140625,0.00079345703125,1.0,1.0
VOS-Endovis17,seq_1,1,136,00136,0,0.69856279657256,0.019437408447265624,0,0.01674959436058998,0.20690792798995972,0.84765625,0.9268393516540527,0.24397587776184082,0.002099498873576522,0.01837158203125,0.00115966796875,1.0,1.0
VOS-Endovis17,seq_1,1,137,00137,0,0.7127112664224993,0.020561981201171874,0,0.008675593882799149,0.31869709491729736,0.84765625,0.9380674958229065,0.2172619104385376,0.00373269384726882,0.0181884765625,0.00018310546875,1.0,1.0
VOS-Endovis17,seq_1,1,138,00138,0,0.5356798212199705,0.01210784912109375,0,-0.005162077024579048,0.6690569519996643,0.796875,0.4663943946361542,0.7433862686157227,0.04706529155373573,0.01080322265625,0.00738525390625,1.0,1.0
VOS-Endovis17,seq_1,1,139,00139,0,0.8268919531300576,0.010680389404296876,0,-0.05302579328417778,0.7849106788635254,0.80078125,0.5839486718177795,0.6309523582458496,0.010115480050444603,0.01025390625,0.00054931640625,1.0,1.0
VOS-Endovis17,seq_1,1,140,00140,0,0.8804755590312014,0.063519287109375,1,0.2716827392578125,0.9223033338785172,0.9140625,0.024538366124033928,0.9949579834938049,0.16267500817775726,0.062744140625,0.052490234375,1.0,1.0
VOS-Endovis17,seq_1,1,141,00141,0,0.9106635430901716,0.1371734619140625,1,0.08521473407745361,0.6616603434085846,0.94921875,0.5552690625190735,0.6846249103546143,0.07222200930118561,0.1309814453125,0.0682373046875,1.0,1.0
VOS-Endovis17,seq_1,1,142,00142,0,0.919571094217755,0.1215789794921875,1,0.06744112819433212,0.27777808904647827,0.94140625,0.874599039554596,0.2858336567878723,0.026178469881415367,0.119384765625,0.0115966796875,1.0,1.0
VOS-Endovis17,seq_1,1,143,00143,0,0.9264803827517307,0.12185516357421874,0,0.002544279210269451,0.03970068693161011,0.9453125,0.9981480836868286,0.02639591693878174,0.0012605071533471346,0.117919921875,0.00146484375,1.0,1.0
VOS-Endovis17,seq_1,1,144,00144,0,0.9166641284152173,0.12182998657226562,0,0.0001183338463306427,0.03856581449508667,0.94921875,0.9994115829467773,0.009783744812011719,0.0009723425609990954,0.11798095703125,6.103515625e-05,1.0,1.0
VOS-Endovis17,seq_1,1,145,00145,0,0.921579383810678,0.05621490478515625,0,-0.0980612188577652,0.696465939283371,0.94140625,0.5038952231407166,0.7084078788757324,0.09102682024240494,0.05828857421875,0.0596923828125,1.0,1.0
VOS-Endovis17,seq_1,1,146,00146,0,0.8788032133594788,0.03307647705078125,0,-0.008576374500989914,0.7877211272716522,0.8828125,0.36810681223869324,0.7960474491119385,0.11863549053668976,0.03466796875,0.02362060546875,1.0,1.0
VOS-Endovis17,seq_1,1,147,00147,0,0.8887142902039662,0.02210693359375,1,0.06499996036291122,0.8476501107215881,0.87890625,0.5819321870803833,0.6355810761451721,0.04164418578147888,0.02337646484375,0.01129150390625,1.0,1.0
VOS-Endovis17,seq_1,1,148,00148,0,0.860990752117959,0.02074432373046875,1,0.11782287061214447,0.8823131397366524,0.875,0.21448810398578644,0.8914955854415894,0.1074136346578598,0.02276611328125,0.0006103515625,1.0,1.0
VOS-Endovis17,seq_1,1,149,00149,0,0.8688443995302215,0.025048065185546874,0,0.02193354070186615,0.5093875825405121,0.85546875,0.7204689979553223,0.49722737073898315,0.02943836711347103,0.02685546875,0.00408935546875,1.0,1.0
VOS-Endovis17,seq_1,1,150,00150,0,0.8612919991439665,0.023073577880859376,0,0.0020711366087198257,0.6024333834648132,0.87109375,0.7977283596992493,0.41472870111465454,0.01223954651504755,0.0230712890625,0.0037841796875,1.0,1.0
VOS-Endovis17,seq_1,1,151,00151,0,0.818243123336291,0.01935882568359375,0,-0.07412324100732803,0.6906790137290955,0.8125,0.6484971046447754,0.5814433097839355,0.04193690046668053,0.0189208984375,0.004150390625,1.0,1.0
VOS-Endovis17,seq_1,1,152,00152,0,0.8786124319396881,0.02967376708984375,0,-0.03903961554169655,0.6638630032539368,0.85546875,0.562131941318512,0.6672413349151611,0.04002049192786217,0.02825927734375,0.00933837890625,1.0,1.0
VOS-Endovis17,seq_1,1,153,00153,0,0.8450323531820788,0.04312286376953125,1,0.10885684192180634,0.7938447296619415,0.8671875,0.3561294674873352,0.8049535751342773,0.07853495329618454,0.04241943359375,0.01416015625,1.0,1.0
VOS-Endovis17,seq_1,1,154,00154,0,0.8180860077287099,0.03324127197265625,1,0.15012511610984802,0.6455384492874146,0.828125,0.6538147330284119,0.569460391998291,0.04431360587477684,0.03363037109375,0.0087890625,1.0,1.0
VOS-Endovis17,seq_1,1,155,00155,0,0.8475724420890675,0.03242034912109375,0,0.005592044442892075,0.18253999948501587,0.86328125,0.9593719840049744,0.16161614656448364,0.006379171274602413,0.03302001953125,0.0006103515625,1.0,1.0
VOS-Endovis17,seq_1,1,156,00156,0,0.9213171036204744,0.04629364013671875,0,-0.1369752138853073,0.7822491079568863,0.8984375,0.4093601703643799,0.7751865386962891,0.08623408526182175,0.047119140625,0.01409912109375,1.0,1.0
VOS-Endovis17,seq_1,1,157,00157,0,0.9080666601822132,0.04390411376953125,1,0.0346362330019474,0.4282649755477905,0.9296875,0.27152639627456665,0.8528072834014893,0.09446767717599869,0.045166015625,0.001953125,1.0,1.0
VOS-Endovis17,seq_1,1,158,00158,0,0.7028174911766465,0.024031829833984376,0,0.0035928674042224884,0.6918997466564178,0.89453125,0.41619592905044556,0.7791907787322998,0.061052218079566956,0.019287109375,0.02587890625,1.0,1.0
VOS-Endovis17,seq_1,1,159,00159,0,0.8512082011227727,0.029618072509765624,0,-0.02100750431418419,0.5926482975482941,0.875,0.795865535736084,0.3907563090324402,0.05494026094675064,0.0274658203125,0.0081787109375,1.0,1.0
VOS-Endovis17,seq_1,1,160,00160,0,0.9203718276608303,0.030074310302734376,0,-0.02043130062520504,0.46006637811660767,0.8359375,0.8187637329101562,0.35512369871139526,0.03782382234930992,0.02935791015625,0.00189208984375,1.0,1.0
VOS-Endovis17,seq_1,1,161,00161,0,0.9008870806376309,0.021739959716796875,1,0.07142491638660431,1.0,0.86328125,1.702926238067448e-05,1.0,0.2099548876285553,0.021484375,0.00787353515625,1.0,1.0
VOS-Endovis17,seq_1,1,162,00162,0,0.859058783800082,0.030568695068359374,0,-0.06518761813640594,0.9099494442343712,0.89453125,0.19617225229740143,0.8999999761581421,0.13152167201042175,0.0281982421875,0.0067138671875,1.0,1.0
VOS-Endovis17,seq_1,1,163,00163,0,0.9483513256516389,0.10601882934570313,1,0.1184055358171463,0.8437754660844803,0.94921875,0.5052428841590881,0.7566196918487549,0.14119434356689453,0.10650634765625,0.07830810546875,1.0,1.0
VOS-Endovis17,seq_1,1,164,00164,0,0.9276652650444613,0.26882781982421877,0,-0.0037424378097057343,0.8056431412696838,0.93359375,0.39559754729270935,0.7947138547897339,0.1966145634651184,0.263671875,0.15716552734375,1.0,1.0
VOS-Endovis17,seq_1,1,165,00165,0,0.953079194616472,0.2782630920410156,0,-0.12556077539920807,0.944956935942173,0.95703125,0.6615906953811646,0.5470211505889893,0.1213412955403328,0.27667236328125,0.01300048828125,1.0,1.0
VOS-Endovis17,seq_1,1,166,00166,0,0.8759724000840995,0.11651077270507812,0,0.0007099509239196777,0.6723503768444061,0.89453125,0.37481245398521423,0.8123587369918823,0.25722822546958923,0.10809326171875,0.1685791015625,1.0,1.0
VOS-Endovis17,seq_1,1,167,00167,0,0.8496444550111311,0.06987228393554687,0,-0.11146724969148636,0.9255233854055405,0.890625,0.6209872364997864,0.6171600818634033,0.12626060843467712,0.06011962890625,0.0479736328125,1.0,1.0
VOS-Endovis17,seq_1,1,168,00168,0,0.8453890164739616,0.05689697265625,0,-0.13686010241508484,0.7053655982017517,0.88671875,0.49116429686546326,0.7034082412719727,0.076640784740448,0.04901123046875,0.0111083984375,1.0,1.0
VOS-Endovis17,seq_1,1,169,00169,0,0.8983959962189769,0.09871902465820312,0,-0.0216286052018404,0.3408617377281189,0.9375,0.41752344369888306,0.7736520767211914,0.16160647571086884,0.09814453125,0.04913330078125,1.0,1.0
VOS-Endovis17,seq_1,1,170,00170,0,0.8770666295286792,0.11003494262695312,0,-0.11809486150741577,0.8562485426664352,0.90625,0.15637333691120148,0.9215559363365173,0.1737023890018463,0.10491943359375,0.00677490234375,1.0,1.0
VOS-Endovis17,seq_1,1,171,00171,0,0.8665800427753375,0.06047744750976562,1,0.18077221512794495,0.7363416850566864,0.90234375,0.00029600554262287915,1.0,0.25081151723861694,0.06353759765625,0.0413818359375,1.0,1.0
VOS-Endovis17,seq_1,1,172,00172,0,0.6977845896614184,0.01019134521484375,0,-0.2754453420639038,1.0,0.82421875,0.0653296560049057,0.9800865650177002,0.13131888210773468,0.00836181640625,0.05517578125,1.0,1.0
VOS-Endovis17,seq_1,1,173,00173,0,0.6719307480844593,0.02501068115234375,0,-0.002473447471857071,0.697217732667923,0.87109375,0.27836906909942627,0.862694263458252,0.09032782912254333,0.0184326171875,0.01007080078125,1.0,1.0
VOS-Endovis17,seq_1,1,174,00174,0,0.6868947021136204,0.034954071044921875,1,0.06897544860839844,0.45265841484069824,0.8828125,0.2104092240333557,0.891640841960907,0.040200747549533844,0.0252685546875,0.0068359375,1.0,1.0
VOS-Endovis17,seq_1,1,175,00175,0,0.6558173848891203,0.034143829345703126,0,0.002605987712740898,0.035784780979156494,0.8828125,0.9829779863357544,0.07194244861602783,0.003916420508176088,0.0238037109375,0.00146484375,1.0,1.0
VOS-Endovis17,seq_1,1,176,00176,0,0.6165279869632848,0.029404449462890624,0,-0.009774969890713692,0.33070802688598633,0.8828125,0.5467395186424255,0.6672862768173218,0.02396240085363388,0.01995849609375,0.00384521484375,1.0,1.0
VOS-Endovis17,seq_1,1,177,00177,0,0.5537110986436091,0.022176361083984374,0,-0.0626545250415802,0.6805166304111481,0.84375,0.31828102469444275,0.8354700803756714,0.03189699724316597,0.0133056640625,0.00665283203125,1.0,1.0
VOS-Endovis17,seq_1,1,178,00178,0,0.805592841163311,0.00313720703125,0,-0.00509542366489768,0.9102477356791496,0.79296875,0.01789047382771969,0.9962546825408936,0.17387208342552185,0.0030517578125,0.01025390625,1.0,1.0
VOS-Endovis17,seq_1,1,179,00179,0,0.6474910035985606,0.0139739990234375,1,0.12961693108081818,0.907962404191494,0.8046875,0.31366637349128723,0.8663366436958313,0.07123477756977081,0.01092529296875,0.00787353515625,1.0,1.0
VOS-Endovis17,seq_1,1,180,00180,0,0.5547824225231494,0.01327362060546875,0,-0.0010540015064179897,0.489319384098053,0.8203125,0.493605375289917,0.7103174924850464,0.012084458023309708,0.0089111328125,0.00201416015625,1.0,1.0
VOS-Endovis17,seq_1,1,181,00181,0,0.5556958762886598,0.023403167724609375,0,0.05833183601498604,0.8890677765011787,0.8515625,0.20032355189323425,0.9081196784973145,0.12368311733007431,0.02227783203125,0.01336669921875,1.0,1.0
VOS-Endovis17,seq_1,1,182,00182,0,0.9020928116469518,0.08475112915039062,1,0.29713788628578186,0.9032884165644646,0.9296875,0.14239415526390076,0.9432799220085144,0.11846404522657394,0.08233642578125,0.06005859375,1.0,1.0
VOS-Endovis17,seq_1,1,183,00183,0,0.9279954143208248,0.0924285888671875,0,0.016431566327810287,0.2354322075843811,0.9296875,0.8952843546867371,0.25317221879959106,0.0261540487408638,0.0941162109375,0.01177978515625,1.0,1.0
VOS-Endovis17,seq_1,1,184,00184,0,0.9259044454197756,0.09121856689453126,0,-0.013761325739324093,0.25004929304122925,0.94921875,0.9937127828598022,0.04893350601196289,0.003701495938003063,0.095703125,0.0015869140625,1.0,1.0
VOS-Endovis17,seq_1,1,185,00185,0,0.9234538980509746,0.07695999145507812,1,0.18813417851924896,0.519463837146759,0.91796875,0.7071726322174072,0.49578946828842163,0.04360561817884445,0.0787353515625,0.0169677734375,1.0,1.0
VOS-Endovis17,seq_1,1,186,00186,0,0.9061983031334953,0.0757537841796875,0,-0.07995527982711792,0.26268279552459717,0.921875,0.8910471796989441,0.26925748586654663,0.017482711002230644,0.073486328125,0.0052490234375,1.0,1.0
VOS-Endovis17,seq_1,1,187,00187,0,0.9083875781763915,0.07334365844726562,0,0.02158108726143837,0.16873180866241455,0.92578125,0.9026626944541931,0.2505430579185486,0.011657822877168655,0.073974609375,0.00048828125,1.0,1.0
VOS-Endovis17,seq_1,1,188,00188,0,0.8928805679895976,0.060884857177734376,0,-0.13390275835990906,0.7973854541778564,0.921875,0.3511506915092468,0.8019118309020996,0.10252770781517029,0.063720703125,0.01025390625,1.0,1.0
VOS-Endovis17,seq_1,1,189,00189,0,0.8549698969549612,0.047351837158203125,0,-0.1010051965713501,0.7737497687339783,0.90625,0.8231203556060791,0.36235707998275757,0.032972127199172974,0.0499267578125,0.0137939453125,1.0,1.0
VOS-Endovis17,seq_1,1,190,00190,0,0.8618324901630129,0.048708343505859376,0,-0.09601807594299316,0.7309917509555817,0.91015625,0.9076261520385742,0.24789029359817505,0.01419094018638134,0.05145263671875,0.00152587890625,1.0,1.0
VOS-Endovis17,seq_1,1,191,00191,0,0.8650355393197973,0.04853363037109375,0,-0.13102561235427856,0.7282981872558594,0.91796875,0.9931529760360718,0.05529952049255371,0.0011943355202674866,0.05157470703125,0.0001220703125,1.0,1.0
VOS-Endovis17,seq_1,1,192,00192,0,0.8807900022853294,0.059429931640625,0,-0.14988820254802704,0.6039997637271881,0.9140625,0.8261477947235107,0.3664259910583496,0.024253390729427338,0.05889892578125,0.00732421875,1.0,1.0
VOS-Endovis17,seq_1,1,193,00193,0,0.9166937743313152,0.06903076171875,1,0.04019664227962494,0.2535207271575928,0.91796875,0.660290539264679,0.546583890914917,0.045554619282484055,0.06964111328125,0.0107421875,1.0,1.0
VOS-Endovis17,seq_1,1,194,00194,0,0.9233304922005772,0.07131118774414062,0,0.007045324891805649,0.10432213544845581,0.92578125,0.9738911390304565,0.10855263471603394,0.004383558873087168,0.07073974609375,0.0010986328125,1.0,1.0
VOS-Endovis17,seq_1,1,195,00195,0,0.909578902421667,0.07022476196289062,0,-0.006502983625978231,0.1343398094177246,0.92578125,0.9886326193809509,0.07325100898742676,0.0028957591857761145,0.0721435546875,0.00140380859375,1.0,1.0
VOS-Endovis17,seq_1,1,196,00196,0,0.9039512026988918,0.06845474243164062,0,-0.01845291629433632,0.165105402469635,0.921875,0.9863284230232239,0.0729684829711914,0.006863633636385202,0.0697021484375,0.00244140625,1.0,1.0
VOS-Endovis17,seq_1,1,197,00197,0,0.8233154640479466,0.041302490234375,0,-0.061119645833969116,0.9542631134390831,0.8828125,0.09876088052988052,0.9535911679267883,0.1370631903409958,0.0458984375,0.0238037109375,1.0,1.0
VOS-Endovis17,seq_1,1,198,00198,0,0.8035991442594068,0.0332489013671875,0,-0.22961895167827606,0.9885546574369073,0.89453125,0.6550472378730774,0.5570621490478516,0.03770487383008003,0.03204345703125,0.01385498046875,1.0,1.0
VOS-Endovis17,seq_1,1,199,00199,0,0.8292744444133061,0.04900283813476562,1,0.0620490163564682,0.7954764813184738,0.890625,0.25793179869651794,0.8648194670677185,0.08316553384065628,0.05047607421875,0.0184326171875,1.0,1.0
VOS-Endovis17,seq_1,1,200,00200,0,0.7426684670239251,0.02909393310546875,0,-0.3483116328716278,0.9147149547934532,0.84375,0.16418826580047607,0.9192156791687012,0.13921001553535461,0.03363037109375,0.016845703125,1.0,1.0
VOS-Endovis17,seq_1,1,201,00201,0,0.7144897832432768,0.021021270751953126,1,0.14496192336082458,0.6290758550167084,0.83984375,0.020800869911909103,0.996602475643158,0.10284493118524551,0.02044677734375,0.01318359375,1.0,1.0
VOS-Endovis17,seq_1,1,202,00202,0,0.7198224617579456,0.0250396728515625,1,0.034530557692050934,0.23201942443847656,0.86328125,0.9026477336883545,0.26650941371917725,0.015622168779373169,0.0244140625,0.00396728515625,1.0,1.0
VOS-Endovis17,seq_1,1,203,00203,0,0.7554878510332299,0.03513946533203125,1,0.0724775493144989,0.490431010723114,0.87109375,0.6798534989356995,0.5525926351547241,0.030858445912599564,0.03521728515625,0.01080322265625,1.0,1.0
VOS-Endovis17,seq_1,1,204,00204,0,0.7519483241554086,0.035106658935546875,0,0.005164189264178276,0.12684625387191772,0.8671875,0.9662778377532959,0.13192182779312134,0.004601156339049339,0.0347900390625,0.00042724609375,1.0,1.0
VOS-Endovis17,seq_1,1,205,00205,0,0.74834607613992,0.034381866455078125,0,0.004710787907242775,0.16871321201324463,0.87109375,0.9611221551895142,0.1430976390838623,0.0029220895376056433,0.03253173828125,0.00225830078125,1.0,1.0
VOS-Endovis17,seq_1,1,206,00206,0,0.7250302198365055,0.03472900390625,0,0.006238620728254318,0.19465363025665283,0.85546875,0.964880645275116,0.1412639617919922,0.017479537054896355,0.02850341796875,0.0040283203125,1.0,1.0
VOS-Endovis17,seq_1,1,207,00207,0,0.7273924957841484,0.025798797607421875,0,-0.033622611314058304,0.5076603889465332,0.85546875,0.5628980398178101,0.660937488079071,0.026489553973078728,0.0238037109375,0.00469970703125,1.0,1.0
VOS-Endovis17,seq_1,1,208,00208,0,0.6845555100368701,0.024745941162109375,0,-0.15601792931556702,0.673096090555191,0.85546875,0.6807186007499695,0.5383104085922241,0.013912476599216461,0.0216064453125,0.002197265625,1.0,1.0
VOS-Endovis17,seq_1,1,209,00209,0,0.6948065546306476,0.026523590087890625,0,-0.11109121143817902,0.6179377436637878,0.85546875,0.8971797823905945,0.2542372941970825,0.004891602788120508,0.02239990234375,0.00079345703125,1.0,1.0
VOS-Endovis17,seq_1,1,210,00210,0,0.8390630566441041,0.05483245849609375,0,-0.08196115493774414,0.4705134630203247,0.8984375,0.4464758038520813,0.7643622159957886,0.0676446259021759,0.0550537109375,0.03265380859375,1.0,1.0
VOS-Endovis17,seq_1,1,211,00211,0,0.8336376695152533,0.060048675537109374,0,-0.32877904176712036,0.7680937647819519,0.890625,0.6092899441719055,0.599056601524353,0.04718977212905884,0.0537109375,0.0013427734375,1.0,1.0
VOS-Endovis17,seq_1,1,212,00212,0,0.6746621354619458,0.01747589111328125,0,-0.061325982213020325,0.597494512796402,0.83203125,0.11177460849285126,0.9581005573272705,0.11630116403102875,0.01458740234375,0.03912353515625,1.0,1.0
